time,supportnumber,commentnumber,repostnumber,text
06-07,273477,4953,7259,"武汉有个90后的女青年，她一家三口都患上了新冠肺炎，被送到不同医院救治。2月中旬，她的父亲医治无效去世，女孩忍着悲痛，每天登录父亲的微信号与母亲联系，鼓励母亲坚持。经治疗，母女俩先后痊愈。这个女孩靠着自己的坚强和智慧，给了母亲 ..."
06-07,11105,903,1237,"指出：中国实施患者免费救治。及时预拨疫情防控资金，确保患者不因费用问题影响就医。截至5月31日，全国确诊住院患者结算人数5.8万人次，总医疗费用13.5亿元，确诊患者人均医疗费用约2.3万元。其中，重症患者人均治疗费用超过15 ..."
06-07,3239,496,588,"外交部副部长马朝旭：经过这场疫情，中国同世界绝大多数国家的关系，非但没受到消极影响，反而得到巩固和改善。。患难见真情，在中国疫情防控形势最艰难时，多国向中国表示慰问和支持，中国也投桃报李，尽己所能提供帮助。 ..."
06-07,1883,270,323,"国新办主任徐麟：中国媒体无意打所谓的“信息战”，但面对西方某些政客和媒体的造谣诬蔑、攻击抹黑，必然会做出回应。病毒是人类共同的敌人，虚假信息也是人类共同的敌人。人们现在最需要的是真实客观全面的信息，是力量和信心，媒体应展现这种责任担 ..."
06-07,11839,1521,664,"今天，，返校后校园将实行封闭管理。经历了漫长寒假，学生们的寝室还好吗？看直播↓一起来聊聊校园生活。（总台央视记者王冰冰 梁洋）  . "
06-07,17332,1179,5127,"指出，疫情发生以来，中国人民不分男女老幼，不论岗位分工，都自觉投入到抗击疫情的人民战争。扛起责任，众志成城，这条微博，为自己转！ "
06-07,335347,14030,6557,"科学技术部部长王志刚：中国疫苗如果完成了整个研制、试验和临床任务，可达到应用时，我们会把它作为全球的公共产品，向全人类提供！  "
06-07,18497,957,1277,"白皮书指出，中国采取一切措施，不计一切代价，全力救治患者，拯救生命，防控和救治两个战场协同作战，不遗漏一个感染者，不放弃每一位患者，实现应收尽收，应治尽治，应检尽检，应隔尽隔。截至5月31日，中国境内新冠肺炎确诊病例 ..."
06-07,4914,341,1116,"今天，国新办主任徐麟在发布会上展示，并指出，中国抗疫的艰辛历程，是14亿中国人民刻骨铭心的共同记忆，中国人民将永远铭记这段历史。 "
06-07,4762,303,938,"今天上午，国务院新闻办公室将发布白皮书，并举行发布会。国新办主任徐麟，科学技术部部长王志刚，国家卫健委主任马晓伟等人出席，介绍有关情况并答记者问。关注！(总台央视记者关红妍)  . "
06-07,18965,1395,2813,"坚持到底，就是胜利！转起加油！ "
06-07,39784,4369,1139,"6月6日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例6例，其中境外输入病例5例（陕西2例，天津1例，福建1例，广东1例），本土病例1例（在海南）；无新增死亡病例；新增疑似病例2例，均为境外 ..."
06-07,301559,15074,13072,"艺人仝卓自曝曾改身份参加高考，教育部5月29日即表示“已要求山西省教育厅、有关高校和中学开展调查。坚决追查到底。”现在，调查进展如何？央视记者采访时，山西省教育厅办公室：“不清楚具体进展”。临汾市教育局办公室：“不太清楚 ..."
06-07,2177,711,578,"昨天下午，，预计今明两天，北京市大部分地区最高气温将达36℃以上。今天白天，全国多地也将迎来高温，内蒙古东南部、河北中南部、山东西北部、河南东北部等地的部分地区最高气温预计将达到37～40℃。转发提醒：做好防暑降温工作~ "
06-07,5315,512,600,"当地时间6日，美媒报道，全美各地持续不断的抗议活动加剧了新冠肺炎疫情传播。目前全美有23个州新增确诊病例数持续增加，其中亚利桑那州、佛罗里达州、北卡罗莱纳州、得克萨斯州和佛蒙特州，过去4天创下疫情暴发以来新增确诊病例的最高纪录。 ..."
06-07,6638,619,1087,"昨天，中央广播电视总台和北京市人民政府在王府井共同启动。当天，短短三个小时，央视Boys携手北京台主播春妮的一场硬核带货，创下近14亿元带货额的新纪录！这段视频，探秘创纪录直播的背后↓↓网友：不愧是“带货天团”！  ..."
06-07,139949,5920,6131,"近日，在青海柴达木盆地的盐碱地中，俗称“海水稻”的高寒耐盐碱水稻开始试种，这是海水稻在柴达木盆地首次试种植。袁隆平海水稻科研团队针对当地自然条件，专门培育出了高原寒地海水稻，目前计划先试种100亩，为后期大面积试种提供数据样本。  ..."
06-07,1649,223,345,"昨天起，北京西站地区正式关闭湖北人员返京专用通道。同时撤除地下综合换乘大厅一线及铁路的封闭式通道和设施，恢复正常通行，北广场P2停车场对社会开放。 "
06-07,10587,1410,3947,"今天，此刻，为每一位考生转发！高考加油！[加油] "
06-07,59601,3458,1442,"据美国约翰斯·霍普金斯大学发布的新冠疫情统计数据显示，截至美东时间6日14:33，美国确诊新冠病毒感染人数达到1909077人，因感染新冠病毒死亡病例达到109497例。美东时间5日16:33—6日14:33，美国新增确诊病例18485例，新增死亡病例577例。（ ..."
06-06,3491,569,1236,"  "
06-06,22132,1423,1512,"近日，浙江建德一女子骑电动车与摩托车相撞，被甩出去6米多远，头也狠狠砸在水泥地上。9分钟前，女子头盔安全扣没扣好，交警将其拦下，并协助她扣好了安全扣，这一拦救了她一命！  "
06-06,3632,387,689,"今天，，3小时销售额近14亿。今天也是5G牌照发放一周年的日子。这一年来，虽然期间受到疫情影响，但5G建设速度超预期。新基建加新消费一起飞，更有力助推中国经济前行，这才是真正的6到飞起！  ..."
06-06,23238,3852,10110,"手机能拍星空，也能陪你走过春夏秋冬，还能拍部电影轻轻松松，主要是大眼萌微云台立了功！看完（链接：）大家是不是跃跃欲试想要应用学到的手机拍照技巧？邀你参与“试试X50”活动一展身手！还有惊喜奖品哦！ "
06-06,7133,226,546,"95岁高龄的老教授迎来线上授课的“人生初体验”；学霸在家听网课也总想“摸鱼”；在线教学“网红”老师为吸引学生注意力使出各种“招数”……今天，《新闻调查》走进清华大学“云”课堂，一起“云上清华”！  . "
06-06,11414,1623,4477,"四百多年前就有“弹幕”了？神兽也去“整容”？青花瓷好看，上身效果如何？这些“冷门”知识你知道多少？看为你解答↓↓涨知识！转发微博！抽奖送10个央视新闻文创包包！     "
06-06,207339,12973,8532,"近日，90后女研究生琪琪在徐州一家蹦床馆玩 “人体炸弹”项目时，摔成“完全性瘫痪”。听琪琪以及同行的男朋友对事发经过回述↓↓↓  "
06-06,1792,307,437,"一图了解新冠肺炎世界疫情形势！关注！ "
06-06,4285,366,642," 今晚，援鄂医疗队队员、公安干警、社区工作人员等百余名观众代表，受邀到国家大剧院现场欣赏音乐会。大剧院管弦乐团将先后呈现海顿《降E大调第103号交响曲“擂鼓”》和莫扎特《A大调单簧管协奏曲》。直播，一起听↓↓  . "
06-06,3440,127,211,"  . "
06-06,26899,1429,3963,"近日，13岁独臂篮球少年运球视频获网友点赞！今天，张家城应邀走进CBA广东宏远篮球训练营，与 等球员展开技术交流，并获赠签名篮球、球衣。转发！为他加油！  "
06-06,1579,161,232,"夜游中国稳了！昨晚直播惊艳大家的美照教学集锦来了~你学会了吗？ "
06-06,11608,1698,907,"据台媒报道，高雄市长韩国瑜的罢免案今天正式进行投票，下午4时投票结束，高雄各地投开票所陆续展开开票作业。截至目前，同意罢免的票数大幅领先，且已超过罢免所需的574996票门槛。最终，高雄市长韩国瑜罢免案票数已过罢免门槛，确定罢免。（总台央 ..."
06-06,743,256,1287,转发本条直播微博，100位幸运网友每人将获得由北京美食餐厅赠送的2-3人套餐一份！
06-06,167576,6775,3892,"安徽援鄂医疗队队员曾在微博向马云发出“吃火锅”的邀请，今天，马云应约来到安徽合肥，兑现“火锅之约”。此外，马云还邀请6600多名全国各地支援湖北的医护人员一起“云火锅”。火锅涮啥？看直播↓（总台央视记者任譞 吴俊）  . "
06-06,11781,1102,3405,"6日6时至13时，天津新增1例境外输入确诊病例（中国籍）。该病例为男性，38岁，研究人员，中国籍，居住地内蒙古赤峰市。该患者自美国休斯敦乘坐航班（CA996），于6月5日抵达天津滨海国际机场。入境时体温36.5℃，申报无疾病症状；经海关检疫排查采样后，即转送至津南区闽津酒 ..."
06-06,6710,1114,555,"今天，。工信部统计显示，我国5G基站数量以每周增加1万多个的数量在增长。目前我国已建成超25万个5G基站，有130款5G手机获得入网销售许可，5G终端连接数超过3600万。仅4月一个月，5G用户就增加了700多万。你推荐哪款5G手机？  ..."
06-06,41574,1849,1065,"据美媒报道，美国明尼阿波利斯市议会已同意“禁止警察在执法过程中使用‘膝盖限制’和‘锁喉’动作”，但这项禁令还需得到法院批准。据调查，自2015年来，明尼阿波利斯市警方使用类似“将膝盖压住嫌疑人颈部”的动作至少237次。  "
06-06,17963,3574,2925,"今天，启动。本次活动共发122亿元消费券，消费券在哪领？怎么花？能买什么？ 联合多路美食博主、美妆博主、运动员 演员 实地体验，还有   来打call......来看↓  . "
06-06,1479,137,327,"冰川是有记忆的，它将气候变化和人类活动完整地冰封起来，形成完整又高清的档案。科学家在实验室通过仪器设备和经验把这些“无字天书”解译成直观的数字、图像和论文，为你揭秘青藏高原的气候环境如何变化↓↓  . "
06-06,390076,8252,14431,"看撒贝宁带货版新闻联播~你下单了吗？  "
06-06,5402,471,1030," ：这个空调你买回去后会增加一项新的才艺，你不会吹唢呐，不会吹笛子，买了之后你就会吹空调了……  "
06-06,34032,909,2597,"一对夫妻为了争夺一部手机的所有权，打了离婚官司，为什么？↓↓↓喜欢康辉版今日说法的转起！  "
06-06,7849,418,594,"撒贝宁：夏天热了能拿它吹风，还能刮胡子，屏幕跟55寸的大小差不了太多，键盘灯效还能秒变迪厅~笔记本电脑原来这么有用！  "
06-06,4686,307,381,"你下单了吗？  "
06-06,15905,839,1131,"正在直播：  "
06-06,17401,805,1249,"今天，开幕活动在王府井举行，央视新闻在现场设置直播间，进行带货直播。直播期间，北京市委书记蔡奇来到直播间，现场拿出手机，带头下单！并为央视Boys组合为湖北拼单、复工复产所做的带货直播点赞。  "
